timestamp,day_of_week,month,hour,weekend,holiday,temperature,humidity,wind_speed,solar_radiation,building_size,occupants,building_type,HVAC_usage,lighting_usage,appliance_load,previous_hour_consumption,previous_day_consumption,previous_week_consumption,electricity_price,energy_consumption
01-01-2023 00:00,6,1,0,1,0,22.46957513,62.425878,13.45172483,0,6068,9,2,0.782237932,1.668983241,1.635831975,1.674934415,1.941500205,3.593016686,0.257805459,1.154058033
01-01-2023 01:00,6,1,1,1,0,25.53408264,73.38090701,0.394831076,0,3975,9,1,0.461918803,0.350043297,1.636156984,2.797754073,1.243296745,1.562717908,0.194767217,0.983125624
01-01-2023 02:00,6,1,2,1,0,22.8455031,45.36845134,11.65892998,0,8219,3,1,2.700092064,0.298628299,7.185809315,2.385379279,3.13321359,4.858611517,0.059346942,2.099099338
01-01-2023 03:00,6,1,3,1,0,32.47942351,83.64323199,12.46129944,0,8950,8,0,2.498362637,1.356628973,8.282277665,2.869501543,4.9567055,4.765976237,0.273012711,2.831081984
01-01-2023 04:00,6,1,4,1,0,21.16236732,76.3898154,8.727118909,0,5424,5,1,0.877518165,0.891803084,8.658305015,4.405521136,1.55729106,3.393762704,0.299142147,2.200620386
01-01-2023 05:00,6,1,5,1,1,26.2821496,60.6096724,8.926732346,0,1494,8,0,4.50261404,1.69266714,8.296019234,1.914971021,2.556564376,3.562999939,0.293191312,4.985473793
01-01-2023 06:00,6,1,6,1,0,23.37933088,83.79436251,1.073638733,0,4743,3,0,0.327238104,0.246099881,6.448693955,1.834700605,2.961807931,1.463770934,0.223126435,1.488758955
01-01-2023 07:00,6,1,7,1,0,26.50457454,77.81695331,14.21295675,207.0552361,7996,1,0,2.490062333,0.142894324,3.046264928,1.260567331,4.364364986,3.336830901,0.279810576,2.073285458
01-01-2023 08:00,6,1,8,1,0,29.96811886,77.10131601,10.2086963,400,9424,9,1,0.503876955,0.145904668,9.109418627,3.46002524,4.56578196,4.079490819,0.153493741,1.455275194
01-01-2023 09:00,6,1,9,1,0,30.90835224,68.22098851,13.05860284,565.6854249,7887,2,1,1.327803141,1.02677101,4.793769826,2.948243363,1.498085309,3.212398397,0.087581073,2.322482666
01-01-2023 10:00,6,1,10,1,0,15.76151007,53.65024639,10.87892979,692.820323,2216,2,2,0.46007725,0.581800975,0.888928989,4.31902076,1.930659899,3.935752766,0.147878068,0.384232181
01-01-2023 11:00,6,1,11,1,0,27.99928458,62.74298485,14.63790236,772.740661,8799,4,1,4.274930709,1.075213829,5.567970581,3.097357423,2.619939328,3.320128179,0.133301156,3.493745298
01-01-2023 12:00,6,1,12,1,0,22.42900941,70.14888858,5.885507677,800,9458,7,0,1.13116021,1.062390863,3.410317969,1.740227341,1.958334077,4.851474623,0.258845809,1.592130494
01-01-2023 13:00,6,1,13,1,0,25.07370966,50.47608968,7.864612525,772.740661,7064,3,2,3.180837976,0.678646103,1.187575385,1.717947542,2.682117265,1.489734629,0.093654271,1.497288383
01-01-2023 14:00,6,1,14,1,0,27.49535624,61.42081226,12.0509687,692.820323,5130,9,2,0.814499523,0.460520395,1.690212784,4.171027097,4.575947138,3.480724987,0.1474231,1.198995393
01-01-2023 15:00,6,1,15,1,0,28.96158095,70.1730462,6.033794704,565.6854249,6672,6,2,3.047539778,1.691236067,1.80648985,2.634067663,2.521475182,2.010870381,0.164819862,2.117081637
01-01-2023 16:00,6,1,16,1,0,22.92329349,43.86689736,2.698005717,400,8997,3,1,1.066672651,1.675991834,9.446906177,2.127743385,2.987940282,2.804387973,0.163618758,2.78515056
01-01-2023 17:00,6,1,17,1,0,24.73625384,79.01917891,5.51188617,207.0552361,2867,1,1,4.845654256,1.370184791,8.241244752,3.717274439,4.268024166,4.371811329,0.17604776,4.238270878
01-01-2023 18:00,6,1,18,1,0,22.88172692,50.23024688,10.63092762,9.80E-14,6933,2,0,1.5832189,1.806766817,6.985599213,2.378552417,3.680467403,2.196120265,0.191644557,3.311781993
01-01-2023 19:00,6,1,19,1,0,34.30035511,73.41906891,0.058672447,0,4157,6,1,3.051029081,0.788876728,3.441543677,4.215665114,1.729835936,3.889026467,0.223784318,2.35717155
01-01-2023 20:00,6,1,20,1,0,17.0255087,75.37971734,10.33564809,0,6162,6,1,2.475956878,0.922354536,3.976859211,3.210006796,2.685627515,1.036310756,0.273923453,2.901948663
